"drugid"	"se"
"DB00597"	"http://bio2rdf.org/umls:C0043352"
"DB00597"	"http://bio2rdf.org/umls:C0152227"
"DB00597"	"http://bio2rdf.org/umls:C0948525"
"DB00597"	"http://bio2rdf.org/umls:C0151603"
"DB00963"	"http://bio2rdf.org/umls:C0392163"
"DB01238"	"http://bio2rdf.org/umls:C0877314"
"DB00597"	"http://bio2rdf.org/umls:C0151588"
"DB01238"	"http://bio2rdf.org/umls:C0039971"
"DB00369"	"http://bio2rdf.org/umls:C0085682"
"DB00369"	"http://bio2rdf.org/umls:C0037274"
"DB01232"	"http://bio2rdf.org/umls:C0016204"
"DB00187"	"http://bio2rdf.org/umls:C0027497"
"DB00369"	"http://bio2rdf.org/umls:C0238621"
"DB00744"	"http://bio2rdf.org/umls:C2242588"
"DB01232"	"http://bio2rdf.org/umls:C0518015"
"DB00187"	"http://bio2rdf.org/umls:C0085617"
"DB00187"	"http://bio2rdf.org/umls:C0018799"
"DB00369"	"http://bio2rdf.org/umls:C0042023"
"DB01232"	"http://bio2rdf.org/umls:C0151479"
"DB00597"	"http://bio2rdf.org/umls:C1443060"
"DB01238"	"http://bio2rdf.org/umls:C0040034"
"DB00187"	"http://bio2rdf.org/umls:C0013404"
"DB00369"	"http://bio2rdf.org/umls:C0030305"
"DB00990"	"http://bio2rdf.org/umls:C0030554"
"DB00990"	"http://bio2rdf.org/umls:C0003864"
"DB01232"	"http://bio2rdf.org/umls:C0085932"
"DB01232"	"http://bio2rdf.org/umls:C0043352"
"DB00597"	"http://bio2rdf.org/umls:C0234215"
"DB01232"	"http://bio2rdf.org/umls:C0002170"
"DB00963"	"http://bio2rdf.org/umls:C0151827"
"DB00597"	"http://bio2rdf.org/umls:C0002792"
"DB00990"	"http://bio2rdf.org/umls:C0027765"
"DB00210"	"http://bio2rdf.org/umls:C0852908"
"DB00597"	"http://bio2rdf.org/umls:C0040264"
"DB00597"	"http://bio2rdf.org/umls:C0600125"
"DB00990"	"http://bio2rdf.org/umls:C0035455"
"DB00187"	"http://bio2rdf.org/umls:C1306341"
"DB00744"	"http://bio2rdf.org/umls:C0020433"
"DB00187"	"http://bio2rdf.org/umls:C0033860"
"DB01232"	"http://bio2rdf.org/umls:C0392386"
"DB00990"	"http://bio2rdf.org/umls:C0016658"
"DB00597"	"http://bio2rdf.org/umls:C0015230"
"DB00187"	"http://bio2rdf.org/umls:C0008033"
"DB00963"	"http://bio2rdf.org/umls:C0022281"
"DB01232"	"http://bio2rdf.org/umls:C1262113"
"DB00597"	"http://bio2rdf.org/umls:C0011991"
"DB01232"	"http://bio2rdf.org/umls:C0687713"
"DB01232"	"http://bio2rdf.org/umls:C0030305"
"DB00990"	"http://bio2rdf.org/umls:C0151825"
"DB00963"	"http://bio2rdf.org/umls:C0497201"
"DB00990"	"http://bio2rdf.org/umls:C0006277"
"DB00369"	"http://bio2rdf.org/umls:C0221333"
"DB01232"	"http://bio2rdf.org/umls:C0037763"
"DB00369"	"http://bio2rdf.org/umls:C0027726"
"DB00369"	"http://bio2rdf.org/umls:C0002878"
"DB00597"	"http://bio2rdf.org/umls:C0003467"
"DB00225"	"http://bio2rdf.org/umls:C0009421"
"DB00187"	"http://bio2rdf.org/umls:C0232487"
"DB00744"	"http://bio2rdf.org/umls:C0160390"
"DB00369"	"http://bio2rdf.org/umls:C0017979"
"DB00187"	"http://bio2rdf.org/umls:C0020458"
"DB00990"	"http://bio2rdf.org/umls:C0162298"
"DB00369"	"http://bio2rdf.org/umls:C0010200"
"DB01101"	"http://bio2rdf.org/umls:C0004604"
"DB01101"	"http://bio2rdf.org/umls:C0024312"
"DB00710"	"http://bio2rdf.org/umls:C0042963"
"DB01101"	"http://bio2rdf.org/umls:C0024236"
"DB00642"	"http://bio2rdf.org/umls:C0027497"
"DB01610"	"http://bio2rdf.org/umls:C0085682"
"DB01610"	"http://bio2rdf.org/umls:C0006840"
"DB00710"	"http://bio2rdf.org/umls:C2711248"
"DB00710"	"http://bio2rdf.org/umls:C0042571"
"DB00718"	"http://bio2rdf.org/umls:C0151825"
"DB01101"	"http://bio2rdf.org/umls:C0015230"
"DB00642"	"http://bio2rdf.org/umls:C0038362"
"DB00642"	"http://bio2rdf.org/umls:C0011603"
"DB00642"	"http://bio2rdf.org/umls:C0004093"
"DB01101"	"http://bio2rdf.org/umls:C0004093"
"DB00710"	"http://bio2rdf.org/umls:C0403632"
"DB01610"	"http://bio2rdf.org/umls:C0232462"
"DB01101"	"http://bio2rdf.org/umls:C0015672"
"DB00718"	"http://bio2rdf.org/umls:C0009782"
"DB00642"	"http://bio2rdf.org/umls:C0151905"
"DB01101"	"http://bio2rdf.org/umls:C0004096"
"DB01610"	"http://bio2rdf.org/umls:C0035078"
"DB01101"	"http://bio2rdf.org/umls:C0009806"
"DB00642"	"http://bio2rdf.org/umls:C0038325"
"DB01610"	"http://bio2rdf.org/umls:C0030193"
"DB01610"	"http://bio2rdf.org/umls:C0085649"
"DB00879"	"http://bio2rdf.org/umls:C0021655"
"DB00718"	"http://bio2rdf.org/umls:C0015230"
"DB00710"	"http://bio2rdf.org/umls:C0041912"
"DB00710"	"http://bio2rdf.org/umls:C0015230"
"DB00879"	"http://bio2rdf.org/umls:C0037199"
"DB00710"	"http://bio2rdf.org/umls:C0003864"
"DB01101"	"http://bio2rdf.org/umls:C0034065"
"DB01101"	"http://bio2rdf.org/umls:C0231528"
"DB01610"	"http://bio2rdf.org/umls:C0042963"
"DB00879"	"http://bio2rdf.org/umls:C0795692"
"DB00642"	"http://bio2rdf.org/umls:C0221150"
"DB01610"	"http://bio2rdf.org/umls:C0015967"
"DB00642"	"http://bio2rdf.org/umls:C0852810"
"DB00710"	"http://bio2rdf.org/umls:C0027497"
"DB01610"	"http://bio2rdf.org/umls:C0023530"
"DB01101"	"http://bio2rdf.org/umls:C0006277"
"DB00879"	"http://bio2rdf.org/umls:C0015672"
"DB00642"	"http://bio2rdf.org/umls:C0015672"
"DB01101"	"http://bio2rdf.org/umls:C0085584"
"DB01101"	"http://bio2rdf.org/umls:C0009763"
"DB01610"	"http://bio2rdf.org/umls:C0004604"
"DB00710"	"http://bio2rdf.org/umls:C0004604"
"DB00718"	"http://bio2rdf.org/umls:C0687713"
"DB00710"	"http://bio2rdf.org/umls:C0021400"
"DB01610"	"http://bio2rdf.org/umls:C0020538"
"DB00710"	"http://bio2rdf.org/umls:C0042029"
"DB01101"	"http://bio2rdf.org/umls:C0521839"
"DB01610"	"http://bio2rdf.org/umls:C0027947"
"DB00642"	"http://bio2rdf.org/umls:C0009763"
"DB01101"	"http://bio2rdf.org/umls:C0022346"
"DB00879"	"http://bio2rdf.org/umls:C0042109"
"DB01101"	"http://bio2rdf.org/umls:C0042029"
"DB00642"	"http://bio2rdf.org/umls:C0009806"
"DB01101"	"http://bio2rdf.org/umls:C0017181"
"DB00642"	"http://bio2rdf.org/umls:C0023530"
"DB00879"	"http://bio2rdf.org/umls:C0151907"
"DB01101"	"http://bio2rdf.org/umls:C0948594"
"DB00879"	"http://bio2rdf.org/umls:C0085641"
"DB01610"	"http://bio2rdf.org/umls:C0009806"
"DB00710"	"http://bio2rdf.org/umls:C0017160"
"DB01101"	"http://bio2rdf.org/umls:C0235378"
"DB00710"	"http://bio2rdf.org/umls:C0020443"
"DB01101"	"http://bio2rdf.org/umls:C0085605"
"DB01101"	"http://bio2rdf.org/umls:C0030312"
"DB01101"	"http://bio2rdf.org/umls:C0852711"
"DB00879"	"http://bio2rdf.org/umls:C0009450"
"DB00710"	"http://bio2rdf.org/umls:C0017152"
"DB00642"	"http://bio2rdf.org/umls:C0031117"
"DB00642"	"http://bio2rdf.org/umls:C0011991"
"DB01101"	"http://bio2rdf.org/umls:C0011991"
"DB00718"	"http://bio2rdf.org/umls:C0016204"
"DB01610"	"http://bio2rdf.org/umls:C0235431"
"DB01101"	"http://bio2rdf.org/umls:C0030196"
"DB01101"	"http://bio2rdf.org/umls:C0013395"
"DB01101"	"http://bio2rdf.org/umls:C0015967"
"DB01610"	"http://bio2rdf.org/umls:C0031350"
"DB01101"	"http://bio2rdf.org/umls:C0852911"
"DB00710"	"http://bio2rdf.org/umls:C0030196"
"DB00642"	"http://bio2rdf.org/umls:C0027947"
"DB01101"	"http://bio2rdf.org/umls:C0549410"
"DB01101"	"http://bio2rdf.org/umls:C0038362"
"DB00718"	"http://bio2rdf.org/umls:C0042963"
"DB01101"	"http://bio2rdf.org/umls:C0027497"
"DB01101"	"http://bio2rdf.org/umls:C2363731"
"DB00642"	"http://bio2rdf.org/umls:C0013378"
"DB00710"	"http://bio2rdf.org/umls:C0231528"
"DB01610"	"http://bio2rdf.org/umls:C0021400"
"DB00879"	"http://bio2rdf.org/umls:C0001125"
"DB00710"	"http://bio2rdf.org/umls:C3263723"
"DB01101"	"http://bio2rdf.org/umls:C0016059"
"DB01610"	"http://bio2rdf.org/umls:C0032227"
"DB01101"	"http://bio2rdf.org/umls:C0030554"
"DB00710"	"http://bio2rdf.org/umls:C0029408"
"DB01101"	"http://bio2rdf.org/umls:C0392386"
"DB01101"	"http://bio2rdf.org/umls:C0020538"
"DB01610"	"http://bio2rdf.org/umls:C1619712"
"DB00710"	"http://bio2rdf.org/umls:C0011570"
"DB00642"	"http://bio2rdf.org/umls:C0009450"
"DB00685"	"http://bio2rdf.org/umls:C0001364"
"DB01610"	"http://bio2rdf.org/umls:C0406834"
"DB00710"	"http://bio2rdf.org/umls:C0020598"
"DB00710"	"http://bio2rdf.org/umls:C0009806"
"DB00642"	"http://bio2rdf.org/umls:C0042963"
"DB00642"	"http://bio2rdf.org/umls:C0013404"
"DB01101"	"http://bio2rdf.org/umls:C0040034"
"DB01101"	"http://bio2rdf.org/umls:C0013182"
"DB01610"	"http://bio2rdf.org/umls:C0020456"
"DB00710"	"http://bio2rdf.org/umls:C0948594"
"DB06704"	"http://bio2rdf.org/umls:C0020517"
"DB00879"	"http://bio2rdf.org/umls:C0029882"
"DB00685"	"http://bio2rdf.org/umls:C0014742"
"DB01610"	"http://bio2rdf.org/umls:C0020461"
"DB01101"	"http://bio2rdf.org/umls:C0031345"
"DB01610"	"http://bio2rdf.org/umls:C0037763"
"DB00718"	"http://bio2rdf.org/umls:C0011991"
"DB00642"	"http://bio2rdf.org/umls:C0015230"
"DB00879"	"http://bio2rdf.org/umls:C0162834"
"DB00642"	"http://bio2rdf.org/umls:C0151744"
"DB06704"	"http://bio2rdf.org/umls:C0018681"
"DB01101"	"http://bio2rdf.org/umls:C0232492"
"DB01610"	"http://bio2rdf.org/umls:C0004093"
"DB00642"	"http://bio2rdf.org/umls:C0948594"
"DB01101"	"http://bio2rdf.org/umls:C0014591"
"DB00710"	"http://bio2rdf.org/umls:C0036416"
"DB01610"	"http://bio2rdf.org/umls:C0011603"
"DB01101"	"http://bio2rdf.org/umls:C0023530"
"DB00710"	"http://bio2rdf.org/umls:C0521839"
"DB01101"	"http://bio2rdf.org/umls:C0011603"
"DB00642"	"http://bio2rdf.org/umls:C0231528"
"DB01101"	"http://bio2rdf.org/umls:C0151825"
"DB01101"	"http://bio2rdf.org/umls:C0162119"
"DB00879"	"http://bio2rdf.org/umls:C0042963"
"DB00879"	"http://bio2rdf.org/umls:C0011570"
"DB00879"	"http://bio2rdf.org/umls:C0011603"
"DB01101"	"http://bio2rdf.org/umls:C1258215"
"DB00718"	"http://bio2rdf.org/umls:C0015624"
"DB00710"	"http://bio2rdf.org/umls:C0000737"
"DB01101"	"http://bio2rdf.org/umls:C0151907"
"DB01610"	"http://bio2rdf.org/umls:C0042029"
"DB01101"	"http://bio2rdf.org/umls:C0019158"
"DB00879"	"http://bio2rdf.org/umls:C0027947"
"DB00642"	"http://bio2rdf.org/umls:C0232462"
"DB00879"	"http://bio2rdf.org/umls:C0877192"
"DB00642"	"http://bio2rdf.org/umls:C0040034"
"DB00718"	"http://bio2rdf.org/umls:C0035078"
"DB01101"	"http://bio2rdf.org/umls:C0687713"
"DB00642"	"http://bio2rdf.org/umls:C0013604"
"DB01610"	"http://bio2rdf.org/umls:C0027497"
"DB01610"	"http://bio2rdf.org/umls:C0031542"
"DB01610"	"http://bio2rdf.org/umls:C0011991"
"DB00879"	"http://bio2rdf.org/umls:C0151905"
"DB00642"	"http://bio2rdf.org/umls:C0085633"
"DB00718"	"http://bio2rdf.org/umls:C0018681"
"DB01101"	"http://bio2rdf.org/umls:C0010200"
"DB01610"	"http://bio2rdf.org/umls:C0040822"
"DB00642"	"http://bio2rdf.org/umls:C0333355"
"DB01101"	"http://bio2rdf.org/umls:C0854121"
"DB00710"	"http://bio2rdf.org/umls:C0010692"
"DB01101"	"http://bio2rdf.org/umls:C0746883"
"DB01101"	"http://bio2rdf.org/umls:C0003862"
"DB00642"	"http://bio2rdf.org/umls:C0003862"
"DB00879"	"http://bio2rdf.org/umls:C0151479"
"DB00642"	"http://bio2rdf.org/umls:C0031350"
"DB00710"	"http://bio2rdf.org/umls:C0013395"
"DB01101"	"http://bio2rdf.org/umls:C0020433"
"DB00710"	"http://bio2rdf.org/umls:C0022081"
"DB00718"	"http://bio2rdf.org/umls:C0235431"
"DB01610"	"http://bio2rdf.org/umls:C0041912"
"DB00710"	"http://bio2rdf.org/umls:C0232849"
"DB00879"	"http://bio2rdf.org/umls:C0004364"
"DB00642"	"http://bio2rdf.org/umls:C0020517"
"DB01101"	"http://bio2rdf.org/umls:C0027947"
"DB00710"	"http://bio2rdf.org/umls:C0687713"
"DB01610"	"http://bio2rdf.org/umls:C0015672"
"DB01101"	"http://bio2rdf.org/umls:C0235431"
"DB01610"	"http://bio2rdf.org/umls:C0002871"
"DB00685"	"http://bio2rdf.org/umls:C0033774"
"DB01610"	"http://bio2rdf.org/umls:C0042373"
"DB00710"	"http://bio2rdf.org/umls:C0004936"
"DB00642"	"http://bio2rdf.org/umls:C0014742"
"DB00710"	"http://bio2rdf.org/umls:C0012833"
"DB01101"	"http://bio2rdf.org/umls:C0232462"
"DB01610"	"http://bio2rdf.org/umls:C0018965"
"DB00685"	"http://bio2rdf.org/umls:C0038325"
"DB00879"	"http://bio2rdf.org/umls:C0267792"
"DB00718"	"http://bio2rdf.org/umls:C0017979"
"DB00710"	"http://bio2rdf.org/umls:C0032285"
"DB01101"	"http://bio2rdf.org/umls:C0006625"
"DB00710"	"http://bio2rdf.org/umls:C0018681"
"DB06704"	"http://bio2rdf.org/umls:C0016382"
"DB00642"	"http://bio2rdf.org/umls:C0746883"
"DB00879"	"http://bio2rdf.org/umls:C0033774"
"DB01101"	"http://bio2rdf.org/umls:C0023380"
"DB00879"	"http://bio2rdf.org/umls:C0234458"
"DB00710"	"http://bio2rdf.org/umls:C0006277"
"DB01610"	"http://bio2rdf.org/umls:C0948594"
"DB01101"	"http://bio2rdf.org/umls:C0027059"
"DB01101"	"http://bio2rdf.org/umls:C0039070"
"DB01101"	"http://bio2rdf.org/umls:C0000737"
"DB00710"	"http://bio2rdf.org/umls:C0004093"
"DB00879"	"http://bio2rdf.org/umls:C0002871"
"DB01610"	"http://bio2rdf.org/umls:C0006849"
"DB01610"	"http://bio2rdf.org/umls:C0013395"
"DB00710"	"http://bio2rdf.org/umls:C0030332"
"DB00879"	"http://bio2rdf.org/umls:C0009782"
"DB01610"	"http://bio2rdf.org/umls:C0344232"
"DB01101"	"http://bio2rdf.org/umls:C0011570"
"DB00710"	"http://bio2rdf.org/umls:C0235431"
"DB01610"	"http://bio2rdf.org/umls:C0006277"
"DB01101"	"http://bio2rdf.org/umls:C1565489"
"DB01610"	"http://bio2rdf.org/umls:C0027441"
"DB00642"	"http://bio2rdf.org/umls:C0013395"
"DB00710"	"http://bio2rdf.org/umls:C0021053"
"DB00879"	"http://bio2rdf.org/umls:C0018681"
"DB01101"	"http://bio2rdf.org/umls:C0042963"
"DB01101"	"http://bio2rdf.org/umls:C0853761"
"DB00718"	"http://bio2rdf.org/umls:C0004093"
"DB00710"	"http://bio2rdf.org/umls:C0027441"
"DB00718"	"http://bio2rdf.org/umls:C0011603"
"DB00642"	"http://bio2rdf.org/umls:C0040053"
"DB01610"	"http://bio2rdf.org/umls:C0011570"
"DB00642"	"http://bio2rdf.org/umls:C0014868"
"DB01101"	"http://bio2rdf.org/umls:C2364111"
"DB01101"	"http://bio2rdf.org/umls:C0023067"
"DB01101"	"http://bio2rdf.org/umls:C3665624"
"DB00879"	"http://bio2rdf.org/umls:C0004093"
"DB00710"	"http://bio2rdf.org/umls:C0003862"
"DB00879"	"http://bio2rdf.org/umls:C0018965"
"DB00685"	"http://bio2rdf.org/umls:C0011603"
"DB00879"	"http://bio2rdf.org/umls:C0687713"
"DB01101"	"http://bio2rdf.org/umls:C0311468"
"DB00642"	"http://bio2rdf.org/umls:C0033774"
"DB00710"	"http://bio2rdf.org/umls:C0036974"
"DB01101"	"http://bio2rdf.org/umls:C0476273"
"DB01101"	"http://bio2rdf.org/umls:C0020437"
"DB00710"	"http://bio2rdf.org/umls:C0002792"
"DB00642"	"http://bio2rdf.org/umls:C0030305"
"DB01101"	"http://bio2rdf.org/umls:C0031117"
"DB00642"	"http://bio2rdf.org/umls:C0008031"
"DB01101"	"http://bio2rdf.org/umls:C0151970"
"DB01101"	"http://bio2rdf.org/umls:C0151766"
"DB00718"	"http://bio2rdf.org/umls:C0027497"
"DB01101"	"http://bio2rdf.org/umls:C0001824"
"DB00718"	"http://bio2rdf.org/umls:C0029442"
"DB00710"	"http://bio2rdf.org/umls:C0022408"
"DB01610"	"http://bio2rdf.org/umls:C1565489"
"DB01101"	"http://bio2rdf.org/umls:C0013404"
"DB01101"	"http://bio2rdf.org/umls:C3665347"
"DB01101"	"http://bio2rdf.org/umls:C0002170"
"DB00710"	"http://bio2rdf.org/umls:C0014868"
"DB00710"	"http://bio2rdf.org/umls:C0040435"
"DB00718"	"http://bio2rdf.org/umls:C0239571"
"DB00710"	"http://bio2rdf.org/umls:C0042164"
"DB01610"	"http://bio2rdf.org/umls:C0259768"
"DB00642"	"http://bio2rdf.org/umls:C0015967"
"DB01610"	"http://bio2rdf.org/umls:C0032285"
"DB00710"	"http://bio2rdf.org/umls:C0011991"
"DB01610"	"http://bio2rdf.org/umls:C0018681"
"DB00879"	"http://bio2rdf.org/umls:C0019158"
"DB01101"	"http://bio2rdf.org/umls:C0877153"
"DB01101"	"http://bio2rdf.org/umls:C0013378"
"DB00879"	"http://bio2rdf.org/umls:C2225524"
"DB01101"	"http://bio2rdf.org/umls:C0018681"
"DB00710"	"http://bio2rdf.org/umls:C0015802"
"DB01101"	"http://bio2rdf.org/umls:C0917801"
"DB01610"	"http://bio2rdf.org/umls:C0031117"
"DB01101"	"http://bio2rdf.org/umls:C0020625"
"DB00879"	"http://bio2rdf.org/umls:C0011991"
"DB00718"	"http://bio2rdf.org/umls:C0033774"
"DB00685"	"http://bio2rdf.org/umls:C0002874"
"DB00642"	"http://bio2rdf.org/umls:C0011175"
"DB01101"	"http://bio2rdf.org/umls:C0002871"
"DB01610"	"http://bio2rdf.org/umls:C0151723"
"DB01101"	"http://bio2rdf.org/umls:C0085661"
"DB00642"	"http://bio2rdf.org/umls:C0011168"
"DB00642"	"http://bio2rdf.org/umls:C0237849"
"DB01101"	"http://bio2rdf.org/umls:C0008031"
"DB01101"	"http://bio2rdf.org/umls:C0149904"
"DB00879"	"http://bio2rdf.org/umls:C0032285"
"DB00710"	"http://bio2rdf.org/umls:C0037274"
"DB01101"	"http://bio2rdf.org/umls:C0032227"
"DB00879"	"http://bio2rdf.org/umls:C0020456"
"DB00879"	"http://bio2rdf.org/umls:C0027765"
"DB01610"	"http://bio2rdf.org/umls:C0040046"
"DB00718"	"http://bio2rdf.org/umls:C0013395"
"DB01101"	"http://bio2rdf.org/umls:C0012833"
"DB00710"	"http://bio2rdf.org/umls:C0595916"
"DB00710"	"http://bio2rdf.org/umls:C0031350"
"DB00642"	"http://bio2rdf.org/umls:C0013922"
"DB00642"	"http://bio2rdf.org/umls:C0009319"
"DB00685"	"http://bio2rdf.org/umls:C0012833"
"DB01610"	"http://bio2rdf.org/umls:C0010823"
"DB01610"	"http://bio2rdf.org/umls:C1112469"
"DB00879"	"http://bio2rdf.org/umls:C0015230"
"DB01101"	"http://bio2rdf.org/umls:C0085633"
"DB00879"	"http://bio2rdf.org/umls:C0020517"
"DB01610"	"http://bio2rdf.org/umls:C0020649"
"DB01610"	"http://bio2rdf.org/umls:C0013428"
"DB01101"	"http://bio2rdf.org/umls:C2363730"
"DB00879"	"http://bio2rdf.org/umls:C0917801"
"DB00685"	"http://bio2rdf.org/umls:C0027497"
"DB00718"	"http://bio2rdf.org/umls:C0000737"
"DB00718"	"http://bio2rdf.org/umls:C0267792"
"DB00718"	"http://bio2rdf.org/umls:C0023895"
"DB00710"	"http://bio2rdf.org/umls:C0015672"
"DB01101"	"http://bio2rdf.org/umls:C0152227"
"DB00710"	"http://bio2rdf.org/umls:C0917801"
"DB01101"	"http://bio2rdf.org/umls:C0030193"
"DB00718"	"http://bio2rdf.org/umls:C0151763"
"DB01101"	"http://bio2rdf.org/umls:C0235266"
"DB01101"	"http://bio2rdf.org/umls:C0020649"
"DB01610"	"http://bio2rdf.org/umls:C1141930"
"DB01610"	"http://bio2rdf.org/umls:C0012833"
"DB01101"	"http://bio2rdf.org/umls:C0152025"
"DB01101"	"http://bio2rdf.org/umls:C0004134"
"DB01101"	"http://bio2rdf.org/umls:C0039231"
"DB01101"	"http://bio2rdf.org/umls:C0020456"
"DB01610"	"http://bio2rdf.org/umls:C0018129"
"DB01101"	"http://bio2rdf.org/umls:C0041834"
"DB00879"	"http://bio2rdf.org/umls:C0162429"
"DB01610"	"http://bio2rdf.org/umls:C0239134"
"DB00710"	"http://bio2rdf.org/umls:C0037763"
"DB01101"	"http://bio2rdf.org/umls:C0234913"
"DB01610"	"http://bio2rdf.org/umls:C0702166"
"DB01610"	"http://bio2rdf.org/umls:C0033774"
"DB00710"	"http://bio2rdf.org/umls:C0006266"
"DB01101"	"http://bio2rdf.org/umls:C0020580"
"DB00718"	"http://bio2rdf.org/umls:C0041969"
"DB01101"	"http://bio2rdf.org/umls:C0043352"
"DB01610"	"http://bio2rdf.org/umls:C0086565"
"DB01610"	"http://bio2rdf.org/umls:C0917801"
"DB00710"	"http://bio2rdf.org/umls:C0004096"
"DB01101"	"http://bio2rdf.org/umls:C0006285"
"DB00879"	"http://bio2rdf.org/umls:C0035455"
"DB01610"	"http://bio2rdf.org/umls:C0010200"
"DB01610"	"http://bio2rdf.org/umls:C1619702"
"DB01101"	"http://bio2rdf.org/umls:C0042487"
"DB00879"	"http://bio2rdf.org/umls:"
"DB01101"	"http://bio2rdf.org/umls:C0011175"
"DB00879"	"http://bio2rdf.org/umls:C0012833"
"DB00879"	"http://bio2rdf.org/umls:C0000737"
"DB01610"	"http://bio2rdf.org/umls:C0020598"
"DB01101"	"http://bio2rdf.org/umls:C0005779"
"DB00710"	"http://bio2rdf.org/umls:C2363730"
"DB01610"	"http://bio2rdf.org/umls:C0035305"
"DB01101"	"http://bio2rdf.org/umls:C0021308"
"DB00710"	"http://bio2rdf.org/umls:C0014583"
"DB01101"	"http://bio2rdf.org/umls:C0013604"
"DB01610"	"http://bio2rdf.org/umls:C0006625"
"DB01101"	"http://bio2rdf.org/umls:C1442826"
"DB01101"	"http://bio2rdf.org/umls:C0243026"
"DB00685"	"http://bio2rdf.org/umls:C0042963"
"DB01101"	"http://bio2rdf.org/umls:C0151313"
"DB00879"	"http://bio2rdf.org/umls:C0015967"
"DB00710"	"http://bio2rdf.org/umls:C0042373"
"DB00710"	"http://bio2rdf.org/umls:C0009450"
"DB01101"	"http://bio2rdf.org/umls:C0020517"
"DB00685"	"http://bio2rdf.org/umls:C0014457"
"DB00718"	"http://bio2rdf.org/umls:C0027765"
"DB01101"	"http://bio2rdf.org/umls:C0853692"
"DB01101"	"http://bio2rdf.org/umls:C0399459"
"DB01610"	"http://bio2rdf.org/umls:C0030196"
"DB00879"	"http://bio2rdf.org/umls:C0004936"
"DB00710"	"http://bio2rdf.org/umls:C0085649"
"DB01610"	"http://bio2rdf.org/umls:C0020621"
"DB01610"	"http://bio2rdf.org/umls:C0013604"
"DB01610"	"http://bio2rdf.org/umls:C0013404"
"DB00642"	"http://bio2rdf.org/umls:C0235431"
"DB00642"	"http://bio2rdf.org/umls:C0035078"
"DB00710"	"http://bio2rdf.org/umls:C0017178"
"DB00879"	"http://bio2rdf.org/umls:C0015663"
"DB01101"	"http://bio2rdf.org/umls:C0162830"
"DB00642"	"http://bio2rdf.org/umls:C0151904"
"DB00879"	"http://bio2rdf.org/umls:C0021053"
"DB00718"	"http://bio2rdf.org/umls:C0042075"
"DB01610"	"http://bio2rdf.org/umls:C0003962"
"DB01101"	"http://bio2rdf.org/umls:C0006840"
"DB01610"	"http://bio2rdf.org/umls:C0040034"
"DB00879"	"http://bio2rdf.org/umls:C0030193"
"DB01101"	"http://bio2rdf.org/umls:C0032285"
"DB00685"	"http://bio2rdf.org/umls:C0015230"
"DB01101"	"http://bio2rdf.org/umls:C0027339"
"DB00710"	"http://bio2rdf.org/umls:C0009782"
"DB01101"	"http://bio2rdf.org/umls:C0221345"
"DB01101"	"http://bio2rdf.org/umls:C0040046"
"DB01610"	"http://bio2rdf.org/umls:C0028081"
"DB00685"	"http://bio2rdf.org/umls:C0687713"
"DB01101"	"http://bio2rdf.org/umls:C0043117"
"DB00642"	"http://bio2rdf.org/umls:C0206062"
"DB00718"	"http://bio2rdf.org/umls:C0595916"
"DB01101"	"http://bio2rdf.org/umls:C0016382"
"DB00879"	"http://bio2rdf.org/umls:C1565489"
"DB01610"	"http://bio2rdf.org/umls:C0037199"
"DB00710"	"http://bio2rdf.org/umls:C0700594"
"DB00718"	"http://bio2rdf.org/umls:C0018965"
"DB00710"	"http://bio2rdf.org/umls:C0014236"
"DB00718"	"http://bio2rdf.org/umls:C0037274"
"DB01610"	"http://bio2rdf.org/umls:C0042571"
"DB00710"	"http://bio2rdf.org/umls:C0020538"
"DB00685"	"http://bio2rdf.org/umls:C0001824"
"DB00710"	"http://bio2rdf.org/umls:C0011603"
"DB00710"	"http://bio2rdf.org/umls:C0021368"
"DB00718"	"http://bio2rdf.org/umls:C0162429"
"DB01101"	"http://bio2rdf.org/umls:C0003962"
"DB01101"	"http://bio2rdf.org/umls:C0043096"
"DB00685"	"http://bio2rdf.org/umls:C0030305"
"DB01101"	"http://bio2rdf.org/umls:C0038454"
"DB00879"	"http://bio2rdf.org/umls:C0013395"
"DB01610"	"http://bio2rdf.org/umls:C0011175"
"DB01101"	"http://bio2rdf.org/umls:C0035078"
"DB01101"	"http://bio2rdf.org/umls:C0036974"
"DB00879"	"http://bio2rdf.org/umls:C0020433"
"DB00710"	"http://bio2rdf.org/umls:C0016658"
"DB00642"	"http://bio2rdf.org/umls:C0002878"
"DB00718"	"http://bio2rdf.org/umls:C1565489"
"DB00685"	"http://bio2rdf.org/umls:C0018681"
"DB00685"	"http://bio2rdf.org/umls:C0404521"
"DB01101"	"http://bio2rdf.org/umls:C0033774"
"DB01101"	"http://bio2rdf.org/umls:C0948692"
"DB00710"	"http://bio2rdf.org/umls:C0020517"
"DB01101"	"http://bio2rdf.org/umls:C0006849"
"DB01101"	"http://bio2rdf.org/umls:C0027441"
"DB01610"	"http://bio2rdf.org/umls:C0003862"
"DB00685"	"http://bio2rdf.org/umls:C0085605"
"DB00710"	"http://bio2rdf.org/umls:C0026858"
"DB00718"	"http://bio2rdf.org/umls:C0085682"
"DB00879"	"http://bio2rdf.org/umls:C0029445"
"DB01610"	"http://bio2rdf.org/umls:C0000737"
"DB00685"	"http://bio2rdf.org/umls:C0011991"
"DB00685"	"http://bio2rdf.org/umls:C0030312"
