"drugid"	"se"
"DB08910"	"http://bio2rdf.org/umls:C0948594"
"DB01072"	"http://bio2rdf.org/umls:C0033774"
"DB00973"	"http://bio2rdf.org/umls:C0026848"
"DB00303"	"http://bio2rdf.org/umls:C0013404"
"DB01072"	"http://bio2rdf.org/umls:C0042373"
"DB00317"	"http://bio2rdf.org/umls:C0234233"
"DB00872"	"http://bio2rdf.org/umls:C0549373"
"DB08910"	"http://bio2rdf.org/umls:C0015230"
"DB00967"	"http://bio2rdf.org/umls:C0011603"
"DB06700"	"http://bio2rdf.org/umls:C0344232"
"DB00303"	"http://bio2rdf.org/umls:C1096460"
"DB01072"	"http://bio2rdf.org/umls:C0242339"
"DB01072"	"http://bio2rdf.org/umls:C0039070"
"DB01263"	"http://bio2rdf.org/umls:C0042075"
"DB01072"	"http://bio2rdf.org/umls:C0000731"
"DB00872"	"http://bio2rdf.org/umls:C0020625"
"DB00303"	"http://bio2rdf.org/umls:C0013384"
"DB00303"	"http://bio2rdf.org/umls:C0575081"
"DB00303"	"http://bio2rdf.org/umls:C0877365"
"DB08910"	"http://bio2rdf.org/umls:C0235431"
"DB00303"	"http://bio2rdf.org/umls:C0018524"
"DB06201"	"http://bio2rdf.org/umls:C0040034"
"DB06700"	"http://bio2rdf.org/umls:C0043387"
"DB06201"	"http://bio2rdf.org/umls:C0017178"
"DB01072"	"http://bio2rdf.org/umls:C2830004"
"DB06201"	"http://bio2rdf.org/umls:C0497156"
"DB00973"	"http://bio2rdf.org/umls:C0008031"
"DB00973"	"http://bio2rdf.org/umls:C0011603"
"DB08910"	"http://bio2rdf.org/umls:C0004238"
"DB01263"	"http://bio2rdf.org/umls:C0020458"
"DB01072"	"http://bio2rdf.org/umls:C2363731"
"DB08910"	"http://bio2rdf.org/umls:C0040822"
"DB08910"	"http://bio2rdf.org/umls:C0877211"
"DB00973"	"http://bio2rdf.org/umls:C0040034"
"DB06813"	"http://bio2rdf.org/umls:C0014518"
"DB01072"	"http://bio2rdf.org/umls:C0015967"
"DB01072"	"http://bio2rdf.org/umls:C0948586"
"DB01072"	"http://bio2rdf.org/umls:C0851578"
"DB01072"	"http://bio2rdf.org/umls:C0043144"
"DB00303"	"http://bio2rdf.org/umls:C0243001"
"DB06201"	"http://bio2rdf.org/umls:C0042023"
"DB00973"	"http://bio2rdf.org/umls:C0021053"
"DB00303"	"http://bio2rdf.org/umls:C0038999"
"DB00973"	"http://bio2rdf.org/umls:C0020517"
"DB06700"	"http://bio2rdf.org/umls:C0013378"
"DB00303"	"http://bio2rdf.org/umls:C0010200"
"DB06201"	"http://bio2rdf.org/umls:C1167965"
"DB00872"	"http://bio2rdf.org/umls:C0039971"
"DB05812"	"http://bio2rdf.org/umls:C0042029"
"DB00967"	"http://bio2rdf.org/umls:C0036572"
"DB04854"	"http://bio2rdf.org/umls:C0021053"
"DB05812"	"http://bio2rdf.org/umls:C0025061"
"DB04854"	"http://bio2rdf.org/umls:C0042075"
"DB01072"	"http://bio2rdf.org/umls:C0008370"
"DB00967"	"http://bio2rdf.org/umls:C0235996"
"DB00872"	"http://bio2rdf.org/umls:C0015967"
"DB08910"	"http://bio2rdf.org/umls:C0011991"
"DB00967"	"http://bio2rdf.org/umls:C0027765"
"DB04854"	"http://bio2rdf.org/umls:C0027497"
"DB06201"	"http://bio2rdf.org/umls:C0040822"
"DB00303"	"http://bio2rdf.org/umls:C0852911"
"DB01263"	"http://bio2rdf.org/umls:C0037274"
"DB01263"	"http://bio2rdf.org/umls:C0235431"
"DB00967"	"http://bio2rdf.org/umls:C0026650"
"DB04854"	"http://bio2rdf.org/umls:C0497365"
"DB01072"	"http://bio2rdf.org/umls:C0030305"
"DB00317"	"http://bio2rdf.org/umls:C0038358"
"DB06802"	"http://bio2rdf.org/umls:C0012833"
"DB00303"	"http://bio2rdf.org/umls:C0151786"
"DB04854"	"http://bio2rdf.org/umls:C0000731"
"DB08910"	"http://bio2rdf.org/umls:C0003467"
"DB06201"	"http://bio2rdf.org/umls:C0085615"
"DB00303"	"http://bio2rdf.org/umls:C0037274"
"DB00377"	"http://bio2rdf.org/umls:C0428977"
"DB00967"	"http://bio2rdf.org/umls:C0015230"
"DB00303"	"http://bio2rdf.org/umls:C0042029"
"DB06201"	"http://bio2rdf.org/umls:C0002871"
"DB00317"	"http://bio2rdf.org/umls:C0231218"
"DB06700"	"http://bio2rdf.org/umls:C0948586"
"DB08910"	"http://bio2rdf.org/umls:C0020621"
"DB00973"	"http://bio2rdf.org/umls:C0267792"
"DB00967"	"http://bio2rdf.org/umls:C0085631"
"DB06201"	"http://bio2rdf.org/umls:C0232492"
"DB01072"	"http://bio2rdf.org/umls:C0085932"
"DB04854"	"http://bio2rdf.org/umls:C0038325"
"DB00967"	"http://bio2rdf.org/umls:C2830004"
"DB00973"	"http://bio2rdf.org/umls:C0035410"
"DB01072"	"http://bio2rdf.org/umls:C0027441"
"DB08910"	"http://bio2rdf.org/umls:C0010200"
"DB06201"	"http://bio2rdf.org/umls:C0014394"
"DB05812"	"http://bio2rdf.org/umls:C0917801"
"DB00303"	"http://bio2rdf.org/umls:C0033687"
"DB04854"	"http://bio2rdf.org/umls:C0232487"
"DB00973"	"http://bio2rdf.org/umls:C0030305"
"DB00872"	"http://bio2rdf.org/umls:C1096035"
"DB00303"	"http://bio2rdf.org/umls:C0549249"
"DB06201"	"http://bio2rdf.org/umls:C0162316"
"DB00317"	"http://bio2rdf.org/umls:C0314719"
"DB00317"	"http://bio2rdf.org/umls:C0162429"
"DB00973"	"http://bio2rdf.org/umls:C0002792"
"DB00303"	"http://bio2rdf.org/umls:C0948586"
"DB00872"	"http://bio2rdf.org/umls:C0042963"
"DB06700"	"http://bio2rdf.org/umls:C0018681"
"DB00967"	"http://bio2rdf.org/umls:C0013404"
"DB00967"	"http://bio2rdf.org/umls:C1384353"
"DB01072"	"http://bio2rdf.org/umls:C0031117"
"DB00303"	"http://bio2rdf.org/umls:C0404521"
"DB00377"	"http://bio2rdf.org/umls:C0234215"
"DB08910"	"http://bio2rdf.org/umls:C0085593"
"DB06201"	"http://bio2rdf.org/umls:C0015230"
"DB00377"	"http://bio2rdf.org/umls:C0042963"
"DB00435"	"http://bio2rdf.org/umls:C0013404"
"DB00435"	"http://bio2rdf.org/umls:C0012833"
"DB04854"	"http://bio2rdf.org/umls:C0151763"
"DB05812"	"http://bio2rdf.org/umls:C0011603"
"DB06201"	"http://bio2rdf.org/umls:C0027947"
"DB01072"	"http://bio2rdf.org/umls:C0040479"
"DB08910"	"http://bio2rdf.org/umls:C0011603"
"DB01072"	"http://bio2rdf.org/umls:C0043096"
"DB00872"	"http://bio2rdf.org/umls:C0032285"
"DB04854"	"http://bio2rdf.org/umls:C0267792"
"DB00973"	"http://bio2rdf.org/umls:C0008350"
"DB00872"	"http://bio2rdf.org/umls:C0042029"
"DB00303"	"http://bio2rdf.org/umls:C0040046"
"DB01072"	"http://bio2rdf.org/umls:C0033687"
"DB00303"	"http://bio2rdf.org/umls:C0041912"
"DB01072"	"http://bio2rdf.org/umls:C0423791"
"DB04854"	"http://bio2rdf.org/umls:C0016204"
"DB04854"	"http://bio2rdf.org/umls:C0023895"
"DB00967"	"http://bio2rdf.org/umls:C0015371"
"DB00973"	"http://bio2rdf.org/umls:C0037274"
"DB00317"	"http://bio2rdf.org/umls:C0155169"
"DB01072"	"http://bio2rdf.org/umls:C0019158"
"DB00973"	"http://bio2rdf.org/umls:C0009806"
"DB05812"	"http://bio2rdf.org/umls:C0003811"
"DB00377"	"http://bio2rdf.org/umls:C0002792"
"DB00303"	"http://bio2rdf.org/umls:C0043144"
"DB05812"	"http://bio2rdf.org/umls:C0032285"
"DB00967"	"http://bio2rdf.org/umls:C0013390"
"DB00377"	"http://bio2rdf.org/umls:C0030193"
"DB05812"	"http://bio2rdf.org/umls:C0041912"
"DB01072"	"http://bio2rdf.org/umls:C0392525"
"DB06201"	"http://bio2rdf.org/umls:C0027441"
"DB00872"	"http://bio2rdf.org/umls:C0151723"
"DB00967"	"http://bio2rdf.org/umls:C0004936"
"DB00967"	"http://bio2rdf.org/umls:C0039231"
"DB00872"	"http://bio2rdf.org/umls:C0033774"
"DB00967"	"http://bio2rdf.org/umls:C0017178"
"DB00303"	"http://bio2rdf.org/umls:C0043241"
"DB00973"	"http://bio2rdf.org/umls:C0027765"
"DB00303"	"http://bio2rdf.org/umls:C0520966"
"DB04854"	"http://bio2rdf.org/umls:C0042963"
"DB00872"	"http://bio2rdf.org/umls:C0006849"
"DB06201"	"http://bio2rdf.org/umls:C0037199"
"DB01072"	"http://bio2rdf.org/umls:C0041969"
"DB00973"	"http://bio2rdf.org/umls:C0151905"
"DB00377"	"http://bio2rdf.org/umls:C0332534"
"DB01072"	"http://bio2rdf.org/umls:C0019214"
"DB01263"	"http://bio2rdf.org/umls:C0001175"
"DB04854"	"http://bio2rdf.org/umls:C0151766"
"DB05812"	"http://bio2rdf.org/umls:C0013395"
"DB00967"	"http://bio2rdf.org/umls:C0018799"
"DB01072"	"http://bio2rdf.org/umls:C0008031"
"DB01072"	"http://bio2rdf.org/umls:C0015672"
"DB04854"	"http://bio2rdf.org/umls:C0041349"
"DB01072"	"http://bio2rdf.org/umls:C0010200"
"DB06201"	"http://bio2rdf.org/umls:C0392525"
"DB01072"	"http://bio2rdf.org/umls:C0020538"
"DB00973"	"http://bio2rdf.org/umls:C0019158"
"DB01072"	"http://bio2rdf.org/umls:C0015663"
"DB01072"	"http://bio2rdf.org/umls:C0232461"
"DB01072"	"http://bio2rdf.org/umls:C0231218"
"DB01072"	"http://bio2rdf.org/umls:C0085649"
"DB05812"	"http://bio2rdf.org/umls:C0009938"
"DB00973"	"http://bio2rdf.org/umls:C0015230"
"DB01072"	"http://bio2rdf.org/umls:C0020615"
"DB01072"	"http://bio2rdf.org/umls:C0018418"
"DB00973"	"http://bio2rdf.org/umls:C0042109"
"DB00317"	"http://bio2rdf.org/umls:C0085641"
"DB00872"	"http://bio2rdf.org/umls:C0018681"
"DB00435"	"http://bio2rdf.org/umls:C0235234"
"DB00967"	"http://bio2rdf.org/umls:C0033774"
"DB01072"	"http://bio2rdf.org/umls:C0004093"
"DB00872"	"http://bio2rdf.org/umls:C0520887"
"DB06201"	"http://bio2rdf.org/umls:C0032617"
"DB01072"	"http://bio2rdf.org/umls:C0030196"
"DB00377"	"http://bio2rdf.org/umls:C0020517"
"DB01072"	"http://bio2rdf.org/umls:C0233407"
"DB00377"	"http://bio2rdf.org/umls:C0151735"
"DB01072"	"http://bio2rdf.org/umls:C0011609"
"DB00967"	"http://bio2rdf.org/umls:C0013384"
"DB06700"	"http://bio2rdf.org/umls:C0037274"
"DB01072"	"http://bio2rdf.org/umls:C0018965"
"DB01072"	"http://bio2rdf.org/umls:C0043094"
"DB01072"	"http://bio2rdf.org/umls:C0085641"
"DB01072"	"http://bio2rdf.org/umls:C0575081"
"DB01072"	"http://bio2rdf.org/umls:C0026848"
"DB00317"	"http://bio2rdf.org/umls:C0149745"
"DB06589"	"http://bio2rdf.org/umls:C0020625"
"DB06663"	"http://bio2rdf.org/umls:C0687713"
"DB08816"	"http://bio2rdf.org/umls:C0518015"
"DB09267"	"http://bio2rdf.org/umls:C0687713"
"DB06589"	"http://bio2rdf.org/umls:C0595877"
"DB08909"	"http://bio2rdf.org/umls:C0687713"
"DB06589"	"http://bio2rdf.org/umls:C0877517"
"DB06209"	"http://bio2rdf.org/umls:C0518015"
"DB08911"	"http://bio2rdf.org/umls:C0011603"
"DB08896"	"http://bio2rdf.org/umls:C1384353"
"DB08882"	"http://bio2rdf.org/umls:C0011603"
"DB06589"	"http://bio2rdf.org/umls:C0853777"
"DB08906"	"http://bio2rdf.org/umls:C0549373"
"DB08889"	"http://bio2rdf.org/umls:C0476280"
"DB08911"	"http://bio2rdf.org/umls:C0687713"
"DB04918"	"http://bio2rdf.org/umls:C0011603"
"DB06663"	"http://bio2rdf.org/umls:C0948594"
"DB08873"	"http://bio2rdf.org/umls:C1384353"
"DB05665"	"http://bio2rdf.org/umls:C1384353"
"DB08893"	"http://bio2rdf.org/umls:C0004093"
"DB08873"	"http://bio2rdf.org/umls:C0033777"
"DB05665"	"http://bio2rdf.org/umls:C0033777"
"DB08889"	"http://bio2rdf.org/umls:C0232462"
"DB06589"	"http://bio2rdf.org/umls:C0853760"
"DB06663"	"http://bio2rdf.org/umls:C0151479"
"DB08906"	"http://bio2rdf.org/umls:C0011603"
"DB06605"	"http://bio2rdf.org/umls:C0518015"
"DB06210"	"http://bio2rdf.org/umls:C0948594"
"DB06209"	"http://bio2rdf.org/umls:C0011603"
"DB06589"	"http://bio2rdf.org/umls:C0853750"
"DB08873"	"http://bio2rdf.org/umls:C0948594"
"DB05665"	"http://bio2rdf.org/umls:C0948594"
"DB08873"	"http://bio2rdf.org/umls:C0014236"
"DB05665"	"http://bio2rdf.org/umls:C0014236"
"DB08873"	"http://bio2rdf.org/umls:C0025362"
"DB05665"	"http://bio2rdf.org/umls:C0025362"
"DB06589"	"http://bio2rdf.org/umls:C0948594"
"DB08873"	"http://bio2rdf.org/umls:C0853193"
"DB05665"	"http://bio2rdf.org/umls:C0853193"
"DB08893"	"http://bio2rdf.org/umls:C0403632"
"DB06209"	"http://bio2rdf.org/umls:C0543467"
"DB05013"	"http://bio2rdf.org/umls:C0858797"
"DB08909"	"http://bio2rdf.org/umls:C0004093"
"DB08873"	"http://bio2rdf.org/umls:C0036974"
"DB05665"	"http://bio2rdf.org/umls:C0036974"
"DB08889"	"http://bio2rdf.org/umls:C0948594"
"DB08896"	"http://bio2rdf.org/umls:C0948586"
"DB08911"	"http://bio2rdf.org/umls:C0948594"
"DB09267"	"http://bio2rdf.org/umls:C0037274"
"DB06702"	"http://bio2rdf.org/umls:C0011603"
"DB06210"	"http://bio2rdf.org/umls:C0011603"
"DB08873"	"http://bio2rdf.org/umls:C0234215"
"DB05665"	"http://bio2rdf.org/umls:C0234215"
"DB08893"	"http://bio2rdf.org/umls:C0948594"
"DB06589"	"http://bio2rdf.org/umls:C0852911"
"DB04918"	"http://bio2rdf.org/umls:"
"DB08873"	"http://bio2rdf.org/umls:C0029134"
"DB05665"	"http://bio2rdf.org/umls:C0029134"
"DB08896"	"http://bio2rdf.org/umls:C0041969"
"DB08873"	"http://bio2rdf.org/umls:C0853692"
"DB05665"	"http://bio2rdf.org/umls:C0853692"
"DB08873"	"http://bio2rdf.org/umls:C0014742"
"DB05665"	"http://bio2rdf.org/umls:C0014742"
"DB09267"	"http://bio2rdf.org/umls:C1443060"
"DB08893"	"http://bio2rdf.org/umls:C0687713"
"DB06605"	"http://bio2rdf.org/umls:C0018949"
"DB08873"	"http://bio2rdf.org/umls:C0687713"
"DB05665"	"http://bio2rdf.org/umls:C0687713"
"DB06209"	"http://bio2rdf.org/umls:C0004093"
"DB06209"	"http://bio2rdf.org/umls:"
"DB09267"	"http://bio2rdf.org/umls:"
"DB09267"	"http://bio2rdf.org/umls:C0234215"
"DB08873"	"http://bio2rdf.org/umls:"
"DB05665"	"http://bio2rdf.org/umls:"
"DB09267"	"http://bio2rdf.org/umls:C0340726"
"DB06210"	"http://bio2rdf.org/umls:C0027441"
"DB08873"	"http://bio2rdf.org/umls:C0037274"
"DB05665"	"http://bio2rdf.org/umls:C0037274"
"DB06605"	"http://bio2rdf.org/umls:C3203457"
"DB08816"	"http://bio2rdf.org/umls:C0004093"
"DB08873"	"http://bio2rdf.org/umls:C0235416"
"DB05665"	"http://bio2rdf.org/umls:C0235416"
"DB06605"	"http://bio2rdf.org/umls:C0011603"
"DB08873"	"http://bio2rdf.org/umls:C0033975"
"DB05665"	"http://bio2rdf.org/umls:C0033975"
"DB06210"	"http://bio2rdf.org/umls:C0687713"
"DB09267"	"http://bio2rdf.org/umls:C0014742"
"DB09267"	"http://bio2rdf.org/umls:C0948594"
"DB06702"	"http://bio2rdf.org/umls:C0600260"
"DB08873"	"http://bio2rdf.org/umls:C0233471"
"DB05665"	"http://bio2rdf.org/umls:C0233471"
"DB08873"	"http://bio2rdf.org/umls:C2047937"
"DB05665"	"http://bio2rdf.org/umls:C2047937"
"DB09267"	"http://bio2rdf.org/umls:C2047937"
"DB00195"	"http://bio2rdf.org/umls:C0036104"
"DB00993"	"http://bio2rdf.org/umls:C1306571"
"DB01128"	"http://bio2rdf.org/umls:C0027051"
"DB00796"	"http://bio2rdf.org/umls:C0015967"
"DB06288"	"http://bio2rdf.org/umls:C1457883"
"DB00357"	"http://bio2rdf.org/umls:C0042963"
"DB01217"	"http://bio2rdf.org/umls:C0241633"
"DB00543"	"http://bio2rdf.org/umls:C0020538"
"DB00993"	"http://bio2rdf.org/umls:C0018681"
"DB01244"	"http://bio2rdf.org/umls:C0018799"
"DB00262"	"http://bio2rdf.org/umls:C0041834"
"DB00181"	"http://bio2rdf.org/umls:C0151736"
"DB00612"	"http://bio2rdf.org/umls:C0151626"
"DB00276"	"http://bio2rdf.org/umls:C0015376"
"DB00276"	"http://bio2rdf.org/umls:C0019158"
"DB00488"	"http://bio2rdf.org/umls:C0031117"
"DB00237"	"http://bio2rdf.org/umls:C0039070"
"DB00748"	"http://bio2rdf.org/umls:C0030252"
"DB00321"	"http://bio2rdf.org/umls:C0014457"
"DB00321"	"http://bio2rdf.org/umls:C0429097"
"DB00564"	"http://bio2rdf.org/umls:C0026821"
"DB00887"	"http://bio2rdf.org/umls:C0014518"
"DB00297"	"http://bio2rdf.org/umls:C0085649"
"DB00297"	"http://bio2rdf.org/umls:C0549389"
"DB00237"	"http://bio2rdf.org/umls:C0085631"
"DB00195"	"http://bio2rdf.org/umls:C0423153"
"DB00543"	"http://bio2rdf.org/umls:C0016204"
"DB01008"	"http://bio2rdf.org/umls:C0009421"
"DB00381"	"http://bio2rdf.org/umls:C0009806"
"DB00972"	"http://bio2rdf.org/umls:C0009763"
"DB00276"	"http://bio2rdf.org/umls:C1306571"
"DB00297"	"http://bio2rdf.org/umls:C0270629"
"DB00381"	"http://bio2rdf.org/umls:C0043094"
"DB00181"	"http://bio2rdf.org/umls:C0022650"
"DB01217"	"http://bio2rdf.org/umls:C0857496"
"DB01217"	"http://bio2rdf.org/umls:C0442874"
"DB00381"	"http://bio2rdf.org/umls:C0013404"
"DB00335"	"http://bio2rdf.org/umls:C0033975"
"DB00972"	"http://bio2rdf.org/umls:C0231528"
"DB00972"	"http://bio2rdf.org/umls:C0858600"
"DB01158"	"http://bio2rdf.org/umls:C0020651"
"DB00993"	"http://bio2rdf.org/umls:C0020510"
"DB01128"	"http://bio2rdf.org/umls:C0267596"
"DB00297"	"http://bio2rdf.org/umls:C0700590"
"DB00945"	"http://bio2rdf.org/umls:C0233571"
"DB00612"	"http://bio2rdf.org/umls:C0013922"
"DB00181"	"http://bio2rdf.org/umls:C0027765"
"DB00543"	"http://bio2rdf.org/umls:C0234133"
"DB00297"	"http://bio2rdf.org/umls:C0042109"
"DB00915"	"http://bio2rdf.org/umls:C0854212"
"DB00321"	"http://bio2rdf.org/umls:C0026961"
"DB09019"	"http://bio2rdf.org/umls:C0011991"
"DB00195"	"http://bio2rdf.org/umls:C0040156"
"DB00297"	"http://bio2rdf.org/umls:C0424790"
"DB00488"	"http://bio2rdf.org/umls:C0023530"
"DB00993"	"http://bio2rdf.org/umls:C0008049"
"DB00548"	"http://bio2rdf.org/umls:C0151505"
"DB00543"	"http://bio2rdf.org/umls:C0686347"
"DB01128"	"http://bio2rdf.org/umls:C0151544"
"DB00321"	"http://bio2rdf.org/umls:C0520966"
"DB00612"	"http://bio2rdf.org/umls:C0813230"
"DB01136"	"http://bio2rdf.org/umls:C0038454"
"DB01008"	"http://bio2rdf.org/umls:C0035222"
"DB00964"	"http://bio2rdf.org/umls:C0000737"
"DB00276"	"http://bio2rdf.org/umls:C0027497"
"DB00796"	"http://bio2rdf.org/umls:C0020557"
"DB00261"	"http://bio2rdf.org/umls:C0043352"
"DB00796"	"http://bio2rdf.org/umls:C0039231"
"DB01008"	"http://bio2rdf.org/umls:C0015397"
"DB00195"	"http://bio2rdf.org/umls:C0020555"
"DB00993"	"http://bio2rdf.org/umls:C0015230"
"DB00887"	"http://bio2rdf.org/umls:C0018772"
"DB00488"	"http://bio2rdf.org/umls:C0525045"
"DB00993"	"http://bio2rdf.org/umls:C0442886"
"DB01136"	"http://bio2rdf.org/umls:C0151746"
"DB00612"	"http://bio2rdf.org/umls:C0178298"
"DB00277"	"http://bio2rdf.org/umls:C0020437"
"DB00543"	"http://bio2rdf.org/umls:C0018681"
"DB01019"	"http://bio2rdf.org/umls:C0085606"
"DB00261"	"http://bio2rdf.org/umls:C0032227"
"DB00661"	"http://bio2rdf.org/umls:C0028738"
"DB00612"	"http://bio2rdf.org/umls:C2364111"
"DB00357"	"http://bio2rdf.org/umls:C0042380"
"DB00271"	"http://bio2rdf.org/umls:C0151578"
"DB01136"	"http://bio2rdf.org/umls:C0235886"
"DB00297"	"http://bio2rdf.org/umls:C0235063"
"DB01136"	"http://bio2rdf.org/umls:C1260922"
"DB01244"	"http://bio2rdf.org/umls:C0042514"
"DB00297"	"http://bio2rdf.org/umls:C0013221"
"DB00297"	"http://bio2rdf.org/umls:C0442874"
"DB01158"	"http://bio2rdf.org/umls:C0000737"
"DB00972"	"http://bio2rdf.org/umls:C0011551"
"DB01008"	"http://bio2rdf.org/umls:C0232197"
"DB01128"	"http://bio2rdf.org/umls:C0024115"
"DB00521"	"http://bio2rdf.org/umls:C0005743"
"DB00297"	"http://bio2rdf.org/umls:C0030232"
"DB00796"	"http://bio2rdf.org/umls:C0013404"
"DB01008"	"http://bio2rdf.org/umls:C0740394"
"DB00271"	"http://bio2rdf.org/umls:C0026976"
"DB00484"	"http://bio2rdf.org/umls:C0085624"
"DB00262"	"http://bio2rdf.org/umls:C0687133"
"DB00964"	"http://bio2rdf.org/umls:C0011124"
"DB00335"	"http://bio2rdf.org/umls:C0232459"
"DB00262"	"http://bio2rdf.org/umls:C1504431"
"DB01136"	"http://bio2rdf.org/umls:C0340464"
"DB06698"	"http://bio2rdf.org/umls:C0042401"
"DB00945"	"http://bio2rdf.org/umls:C0002994"
"DB01128"	"http://bio2rdf.org/umls:C0231365"
"DB00748"	"http://bio2rdf.org/umls:C0085631"
"DB01008"	"http://bio2rdf.org/umls:C0242350"
"DB00564"	"http://bio2rdf.org/umls:C1274594"
"DB00297"	"http://bio2rdf.org/umls:C0007222"
"DB00276"	"http://bio2rdf.org/umls:C0033687"
"DB00297"	"http://bio2rdf.org/umls:C0235146"
"DB00915"	"http://bio2rdf.org/umls:C0010037"
"DB00490"	"http://bio2rdf.org/umls:C0234238"
"DB00748"	"http://bio2rdf.org/umls:C0043144"
"DB01158"	"http://bio2rdf.org/umls:C0011991"
"DB00276"	"http://bio2rdf.org/umls:C0243065"
"DB00612"	"http://bio2rdf.org/umls:C0264886"
"DB00969"	"http://bio2rdf.org/umls:C0016436"
"DB01025"	"http://bio2rdf.org/umls:C0017178"
"DB01008"	"http://bio2rdf.org/umls:C0151907"
"DB00271"	"http://bio2rdf.org/umls:C0018790"
"DB00564"	"http://bio2rdf.org/umls:C0687133"
"DB00181"	"http://bio2rdf.org/umls:C0038990"
"DB00276"	"http://bio2rdf.org/umls:C0003123"
"DB00297"	"http://bio2rdf.org/umls:C0151559"
"DB00972"	"http://bio2rdf.org/umls:C0017675"
"DB00261"	"http://bio2rdf.org/umls:C0027765"
"DB00964"	"http://bio2rdf.org/umls:C0859253"
"DB00277"	"http://bio2rdf.org/umls:C0546817"
"DB00381"	"http://bio2rdf.org/umls:C0851354"
"DB00297"	"http://bio2rdf.org/umls:C1258215"
"DB00381"	"http://bio2rdf.org/umls:C0005778"
"DB00969"	"http://bio2rdf.org/umls:C1264613"
"DB00945"	"http://bio2rdf.org/umls:C0241863"
"DB00564"	"http://bio2rdf.org/umls:C0006277"
"DB00887"	"http://bio2rdf.org/umls:C0011991"
"DB00543"	"http://bio2rdf.org/umls:C0012833"
"DB00297"	"http://bio2rdf.org/umls:C0262593"
"DB00436"	"http://bio2rdf.org/umls:C0018099"
"DB00972"	"http://bio2rdf.org/umls:C0038363"
"DB01217"	"http://bio2rdf.org/umls:C0009676"
"DB00262"	"http://bio2rdf.org/umls:C0085616"
"DB01217"	"http://bio2rdf.org/umls:C0392171"
"DB00548"	"http://bio2rdf.org/umls:C0332575"
"DB01128"	"http://bio2rdf.org/umls:C0014591"
"DB01558"	"http://bio2rdf.org/umls:C0002792"
"DB00271"	"http://bio2rdf.org/umls:C0034063"
"DB00271"	"http://bio2rdf.org/umls:C0023052"
"DB06288"	"http://bio2rdf.org/umls:C0427086"
"DB00543"	"http://bio2rdf.org/umls:C1320835"
"DB00915"	"http://bio2rdf.org/umls:C0038661"
"DB00796"	"http://bio2rdf.org/umls:C0151576"
"DB00195"	"http://bio2rdf.org/umls:C0020461"
"DB00543"	"http://bio2rdf.org/umls:C0239385"
"DB00297"	"http://bio2rdf.org/umls:C0235086"
"DB00964"	"http://bio2rdf.org/umls:C0042420"
"DB00404"	"http://bio2rdf.org/umls:C0037317"
"DB00181"	"http://bio2rdf.org/umls:C0231365"
"DB00297"	"http://bio2rdf.org/umls:C0020517"
"DB00201"	"http://bio2rdf.org/umls:C0020517"
"DB00543"	"http://bio2rdf.org/umls:C2242996"
"DB00321"	"http://bio2rdf.org/umls:C0013362"
"DB01136"	"http://bio2rdf.org/umls:C0033860"
"DB01136"	"http://bio2rdf.org/umls:C0851638"
"DB00381"	"http://bio2rdf.org/umls:C0018799"
"DB00297"	"http://bio2rdf.org/umls:C1262109"
"DB01086"	"http://bio2rdf.org/umls:C0010520"
"DB00195"	"http://bio2rdf.org/umls:C0002962"
"DB00201"	"http://bio2rdf.org/umls:C0085631"
"DB01128"	"http://bio2rdf.org/umls:C0235896"
"DB01217"	"http://bio2rdf.org/umls:C0005758"
"DB00195"	"http://bio2rdf.org/umls:C0155365"
"DB06698"	"http://bio2rdf.org/umls:C0039231"
"DB01136"	"http://bio2rdf.org/umls:C0349782"
"DB00195"	"http://bio2rdf.org/umls:C0149745"
"DB00972"	"http://bio2rdf.org/umls:C0344357"
"DB00915"	"http://bio2rdf.org/umls:C0234518"
"DB00276"	"http://bio2rdf.org/umls:C0026858"
"DB01008"	"http://bio2rdf.org/umls:C0036830"
"DB00964"	"http://bio2rdf.org/umls:C0423602"
"DB00564"	"http://bio2rdf.org/umls:C0162566"
"DB00276"	"http://bio2rdf.org/umls:C0035078"
"DB00261"	"http://bio2rdf.org/umls:C0023218"
"DB00612"	"http://bio2rdf.org/umls:C0018772"
"DB01158"	"http://bio2rdf.org/umls:C0234233"
"DB01143"	"http://bio2rdf.org/umls:C0037383"
"DB00521"	"http://bio2rdf.org/umls:C0861157"
"DB00612"	"http://bio2rdf.org/umls:C0037317"
"DB00237"	"http://bio2rdf.org/umls:C0018681"
"DB00271"	"http://bio2rdf.org/umls:C0033774"
"DB00277"	"http://bio2rdf.org/umls:C0221158"
"DB00564"	"http://bio2rdf.org/umls:C0235369"
"DB00748"	"http://bio2rdf.org/umls:C0085593"
"DB00964"	"http://bio2rdf.org/umls:C0428977"
"DB00335"	"http://bio2rdf.org/umls:C0038990"
"DB00564"	"http://bio2rdf.org/umls:C0017178"
"DB00488"	"http://bio2rdf.org/umls:C0002871"
"DB01128"	"http://bio2rdf.org/umls:C0034882"
"DB00484"	"http://bio2rdf.org/umls:C0234665"
"DB00335"	"http://bio2rdf.org/umls:C0235763"
"DB01217"	"http://bio2rdf.org/umls:C0019193"
"DB00969"	"http://bio2rdf.org/umls:C1142335"
"DB00381"	"http://bio2rdf.org/umls:C0017152"
"DB00564"	"http://bio2rdf.org/umls:C0234518"
"DB01217"	"http://bio2rdf.org/umls:C0038454"
