"drugid"	"geneid"
"DB07341"	"28"
"DB07357"	"28"
"DB07378"	"28"
"DB07633"	"28"
"DB07760"	"7374"
"DB07233"	"6868"
"DB07789"	"5347"
"DB07232"	"10038"
"DB08175"	"10062"
"DB07227"	"5229"
"DB07841"	"5229"
"DB08180"	"5229"
"DB07248"	"5747"
"DB07460"	"5747"
"DB07344"	"27349"
"DB07382"	"2081"
"DB07340"	"3619"
"DB07403"	"5163"
"DB07435"	"51426"
"DB07652"	"51426"
"DB07664"	"9748"
"DB07853"	"9748"
"DB07664"	"814"
"DB07676"	"814"
"DB07494"	"89832"
"DB07720"	"89832"
"DB07664"	"1198"
"DB07546"	"1459"
"DB07506"	"59342"
"DB07608"	"1859"
"DB07853"	"817"
"DB07702"	"57727"
"DB07853"	"51765"
"DB07814"	"344752"
"DB07815"	"344752"
"DB07677"	"10039"
"DB07812"	"208"
"DB07859"	"208"
"DB07740"	"3157"
"DB07771"	"3845"
"DB07780"	"3845"
"DB07728"	"7867"
"DB07821"	"5050"
"DB07766"	"5127"
"DB08162"	"9475"
"DB07387"	"7167"
"DB07380"	"1504"
"DB07383"	"1504"
"DB07668"	"1504"
"DB07749"	"1504"
"DB08119"	"1504"
"DB07642"	"28960"
"DB07643"	"28960"
"DB07644"	"28960"
"DB07371"	"3500"
"DB07375"	"3500"
"DB07441"	"3500"
"DB07672"	"3500"
"DB07764"	"3500"
"DB07816"	"3500"
"DB07579"	"325"
"DB07580"	"325"
"DB07230"	"8648"
"DB07236"	"8648"
"DB07530"	"8648"
"DB07557"	"8648"
"DB07724"	"8648"
"DB07678"	"10499"
"DB07707"	"10499"
"DB07708"	"10499"
"DB07712"	"10499"
"DB07863"	"10499"
"DB08175"	"10499"
"DB07229"	"5644"
"DB07368"	"5644"
"DB07491"	"5644"
"DB08184"	"5644"
"DB07374"	"6135"
"DB07374"	"23521"
"DB07374"	"6138"
"DB07374"	"6143"
"DB07374"	"9349"
"DB07374"	"6147"
"DB07374"	"6122"
"DB07374"	"6167"
"DB07374"	"6132"
"DB07266"	"6790"
"DB07360"	"6790"
"DB07361"	"6790"
"DB07362"	"6790"
"DB07545"	"6790"
"DB07801"	"6790"
"DB07374"	"51121"
"DB07374"	"140801"
"DB07448"	"51056"
"DB07374"	"51187"
"DB07351"	"1357"
"DB07484"	"1357"
"DB07506"	"1357"
"DB07232"	"142"
"DB07330"	"142"
"DB07787"	"142"
"DB07358"	"2645"
"DB07359"	"2645"
"DB08118"	"2645"
"DB07594"	"3326"
"DB08153"	"3326"
"DB07374"	"4809"
"DB07245"	"23621"
"DB07281"	"23621"
"DB07284"	"23621"
"DB07303"	"23621"
"DB07345"	"23621"
"DB07346"	"23621"
"DB07415"	"23621"
"DB07519"	"23621"
"DB07535"	"23621"
"DB07573"	"23621"
"DB07734"	"23621"
"DB07735"	"23621"
"DB07736"	"23621"
"DB07737"	"23621"
"DB07738"	"23621"
"DB07874"	"23621"
"DB07350"	"55869"
"DB07586"	"55869"
"DB08168"	"55869"
"DB07689"	"728635"
"DB07765"	"728635"
"DB07837"	"6446"
"DB08191"	"6446"
"DB07680"	"1215"
"DB07583"	"5569"
"DB07854"	"5569"
"DB07855"	"5569"
"DB07856"	"5569"
"DB07857"	"5569"
"DB07858"	"5569"
"DB07859"	"5569"
"DB07860"	"5569"
"DB07876"	"5569"
"DB08113"	"5569"
"DB08114"	"5569"
"DB08148"	"5569"
"DB08149"	"5569"
"DB08150"	"5569"
"DB08162"	"5569"
"DB07379"	"1021"
"DB07795"	"1021"
"DB07477"	"1514"
"DB07520"	"1520"
"DB07587"	"1520"
"DB07589"	"1520"
"DB07839"	"1520"
"DB08195"	"1520"
"DB07267"	"7046"
"DB08198"	"3832"
"DB07604"	"487"
"DB07401"	"7381"
"DB07636"	"7381"
"DB07763"	"7381"
"DB07778"	"7381"
"DB07401"	"7384"
"DB07763"	"7384"
"DB07778"	"7384"
"DB07401"	"7385"
"DB07763"	"7385"
"DB07778"	"7385"
"DB07401"	"7386"
"DB07636"	"7386"
"DB07763"	"7386"
"DB07778"	"7386"
"DB07401"	"7388"
"DB07763"	"7388"
"DB07778"	"7388"
"DB07766"	"815"
"DB07401"	"1537"
"DB07636"	"1537"
"DB07763"	"1537"
"DB07778"	"1537"
"DB07444"	"1612"
"DB07401"	"27089"
"DB07763"	"27089"
"DB07778"	"27089"
"DB07401"	"29796"
"DB07636"	"29796"
"DB07763"	"29796"
"DB07778"	"29796"
"DB07401"	"4519"
"DB07636"	"4519"
"DB07763"	"4519"
"DB07778"	"4519"
"DB07627"	"823"
"DB07269"	"1360"
"DB07384"	"498"
"DB07394"	"498"
"DB07384"	"506"
"DB07394"	"506"
"DB07384"	"509"
"DB07394"	"509"
"DB07780"	"5875"
"DB07841"	"5875"
"DB07780"	"5876"
"DB07841"	"5876"
"DB07876"	"6093"
"DB08162"	"6093"
"DB07340"	"9212"
"DB08183"	"7297"
"DB07226"	"7465"
"DB07257"	"7465"
"DB07265"	"7465"
"DB07698"	"83903"
"DB07242"	"1613"
"DB08183"	"3716"
"DB08183"	"3717"
"DB08183"	"3718"
"DB07488"	"1456"
"DB07489"	"1456"
"DB07664"	"1456"
"DB07401"	"10975"
"DB07763"	"10975"
"DB07778"	"10975"
"DB07228"	"1111"
"DB07243"	"1111"
"DB07311"	"1111"
"DB07314"	"1111"
"DB07320"	"1111"
"DB07336"	"1111"
"DB07647"	"1111"
"DB07648"	"1111"
"DB07653"	"1111"
"DB07654"	"1111"
"DB07655"	"1111"
"DB07656"	"10135"
"DB07574"	"347733"
"DB07249"	"2050"
"DB07250"	"2050"
"DB07251"	"2050"
"DB07252"	"2050"
"DB07253"	"2050"
"DB07254"	"2050"
"DB07255"	"2050"
"DB07256"	"2050"
"DB07227"	"2339"
"DB07771"	"2339"
"DB07780"	"2339"
"DB07841"	"2339"
"DB08180"	"2339"
"DB07227"	"2342"
"DB07771"	"2342"
"DB07780"	"2342"
"DB07841"	"2342"
"DB07347"	"526"
"DB07821"	"7941"
"DB08254"	"2147"
"DB08422"	"2147"
"DB08322"	"5837"
"DB08200"	"590"
"DB08201"	"590"
"DB08299"	"5141"
"DB08363"	"7157"
"DB08383"	"10846"
"DB08384"	"10846"
"DB08386"	"10846"
"DB08387"	"10846"
"DB08389"	"10846"
"DB08391"	"10846"
"DB08462"	"6714"
"DB08361"	"6850"
"DB08276"	"79784"
"DB08203"	"200895"
"DB08231"	"382"
"DB08358"	"9261"
"DB08333"	"4282"
"DB08334"	"4282"
"DB08335"	"4282"
"DB08291"	"8850"
"DB08300"	"5294"
"DB08231"	"5566"
"DB08430"	"197021"
"DB08218"	"890"
"DB08219"	"890"
"DB08233"	"890"
"DB08241"	"890"
"DB08248"	"890"
"DB08285"	"890"
"DB08309"	"890"
"DB08355"	"890"
"DB08348"	"1938"
"DB08256"	"2053"
"DB08257"	"2053"
"DB08258"	"2053"
"DB08259"	"2053"
"DB08321"	"4124"
"DB08208"	"5604"
"DB08313"	"27306"
"DB08369"	"1555"
"DB08234"	"1719"
"DB08406"	"1719"
"DB08448"	"1719"
"DB08449"	"231"
"DB08370"	"2950"
"DB08277"	"3290"
"DB08280"	"3290"
"DB08228"	"4835"
"DB08302"	"5468"
"DB08402"	"5468"
"DB08435"	"5468"
"DB08447"	"30814"
"DB08202"	"760"
"DB08301"	"760"
"DB08329"	"760"
"DB08416"	"760"
"DB08418"	"760"
"DB08320"	"2099"
"DB08398"	"2099"
"DB08231"	"801"
"DB08249"	"1723"
"DB08341"	"2185"
"DB08371"	"5770"
"DB08397"	"5770"
"DB08347"	"153"
"DB08231"	"25"
"DB08339"	"25"
"DB08350"	"25"
"DB08231"	"2280"
"DB08385"	"2166"
"DB08400"	"2166"
"DB08436"	"3320"
"DB08442"	"3320"
"DB08443"	"3320"
"DB08262"	"3043"
"DB08231"	"7099"
"DB08218"	"1017"
"DB08219"	"1017"
"DB08233"	"1017"
"DB08241"	"1017"
"DB08247"	"1017"
"DB08248"	"1017"
"DB08285"	"1017"
"DB08309"	"1017"
"DB08312"	"1017"
"DB08355"	"1017"
"DB08441"	"1017"
"DB08338"	"1457"
"DB08340"	"1457"
"DB08345"	"1457"
"DB08353"	"1457"
"DB08354"	"1457"
"DB08360"	"1457"
"DB08362"	"1457"
"DB08270"	"1513"
"DB08287"	"1513"
"DB08289"	"3514"
"DB08413"	"3514"
"DB08231"	"3630"
"DB08242"	"1432"
"DB08349"	"1432"
"DB08351"	"1432"
"DB08352"	"1432"
"DB08395"	"1432"
"DB08423"	"1432"
"DB08424"	"1432"
"DB08231"	"23643"
"DB08323"	"3501"
"DB08409"	"3501"
"DB08231"	"375"
"DB08426"	"2159"
"DB08232"	"2152"
"DB08232"	"2155"
"DB08357"	"43"
"DB08371"	"8565"
"DB08303"	"2891"
"DB08304"	"2891"
"DB08305"	"2891"
"DB08214"	"4843"
"DB08299"	"5142"
"DB08299"	"5144"
"DB08230"	"5292"
"DB08238"	"2246"
"DB08382"	"1803"
"DB08429"	"1803"
"DB08445"	"1803"
"DB08222"	"5406"
"DB08402"	"6256"
"DB08224"	"1066"
"DB08262"	"3039"
"DB08461"	"367"
"DB08221"	"7010"
"DB08271"	"4321"
"DB08403"	"4312"
"DB08271"	"4319"
"DB08388"	"4322"
"DB08271"	"9313"
"DB08271"	"4314"
"DB08403"	"4317"
"DB08213"	"836"
"DB08229"	"836"
"DB08251"	"836"
"DB08231"	"2760"
"DB08237"	"51426"
"DB08348"	"10039"
"DB08358"	"7867"
"DB08231"	"10455"
"DB08235"	"10097"
"DB08236"	"10097"
"DB08235"	"10096"
"DB08236"	"10096"
"DB08217"	"1048"
"DB08231"	"2978"
"DB08235"	"10095"
"DB08236"	"10095"
"DB08235"	"10109"
"DB08236"	"10109"
"DB08235"	"10094"
"DB08236"	"10094"
"DB08235"	"10093"
"DB08236"	"10093"
"DB08235"	"10092"
"DB08236"	"10092"
"DB08231"	"5530"
"DB08231"	"5957"
"DB08373"	"7356"
"DB08378"	"10627"
"DB08454"	"57118"
"DB08342"	"58485"
"DB08342"	"51399"
"DB08342"	"122553"
"DB08342"	"126003"
"DB08342"	"79090"
"DB08325"	"53944"
"DB08348"	"165631"
"DB08326"	"23205"
"DB08378"	"140465"
"DB08413"	"250"
"DB08325"	"10461"
"DB08378"	"4625"
"DB08356"	"5166"
"DB08263"	"55662"
"DB08374"	"1504"
"DB08217"	"1977"
"DB08294"	"3500"
"DB08296"	"3500"
"DB08332"	"3500"
"DB08377"	"3500"
"DB08394"	"3500"
"DB08409"	"3500"
"DB08410"	"3500"
"DB08411"	"3500"
"DB08412"	"3500"
"DB08220"	"8648"
"DB08231"	"8648"
"DB08320"	"10499"
"DB08398"	"10499"
"DB08402"	"10499"
"DB08254"	"5644"
"DB08420"	"5644"
"DB08437"	"6135"
"DB08437"	"23521"
"DB08437"	"6138"
"DB08437"	"6143"
"DB08437"	"9349"
"DB08437"	"6147"
"DB08437"	"6122"
"DB08437"	"6167"
"DB08437"	"6132"
"DB08437"	"51121"
"DB08437"	"140801"
"DB08437"	"51187"
"DB08368"	"1357"
"DB08240"	"226"
"DB08210"	"2645"
"DB08292"	"3326"
"DB08293"	"3326"
"DB08346"	"3326"
"DB08220"	"9971"
"DB08283"	"2629"
"DB08231"	"5817"
"DB08231"	"5569"
"DB08231"	"27095"
"DB08342"	"27095"
"DB08450"	"7046"
"DB08239"	"3832"
"DB08244"	"3832"
"DB08246"	"3832"
"DB08250"	"3832"
"DB08330"	"7381"
"DB08453"	"7381"
"DB08330"	"7384"
"DB08453"	"7384"
"DB08330"	"7385"
"DB08453"	"7385"
"DB08330"	"7386"
"DB08453"	"7386"
"DB08330"	"7388"
"DB08453"	"7388"
"DB08330"	"1537"
"DB08453"	"1537"
"DB08330"	"27089"
"DB08453"	"27089"
"DB08330"	"29796"
"DB08453"	"29796"
"DB08330"	"4519"
"DB08453"	"4519"
"DB08222"	"1208"
"DB08399"	"498"
"DB08399"	"506"
"DB08399"	"509"
"DB08365"	"7465"
"DB08330"	"10975"
"DB08453"	"10975"
"DB08392"	"1111"
"DB08393"	"1111"
"DB08231"	"5534"
"DB08231"	"3172"
"DB02371"	"716"
"DB01628"	"5743"
"DB03088"	"7422"
"DB02556"	"883"
"DB02507"	"1559"
"DB02419"	"5478"
"DB01684"	"5550"
"DB01696"	"5836"
"DB02379"	"5836"
"DB02379"	"5837"
"DB02447"	"5837"
"DB02471"	"5837"
"DB02519"	"5837"
"DB02604"	"5837"
"DB02964"	"5837"
"DB03067"	"5837"
"DB02635"	"587"
"DB02508"	"2224"
"DB02552"	"2224"
"DB02379"	"279"
"DB03088"	"279"
"DB03092"	"279"
"DB01678"	"6714"
"DB02432"	"6714"
"DB02908"	"6714"
"DB03023"	"6714"
"DB03078"	"6714"
"DB03104"	"6714"
"DB02556"	"1392"
"DB02952"	"1392"
"DB02900"	"3482"
"DB03023"	"3932"
"DB02900"	"4074"
"DB03010"	"7278"
"DB03010"	"51807"
"DB03010"	"10376"
"DB03010"	"84790"
"DB03010"	"10381"
"DB03010"	"10382"
"DB02637"	"1431"
"DB02402"	"200895"
"DB03095"	"2582"
"DB02548"	"2821"
"DB03042"	"2821"
"DB02379"	"280"
"DB03088"	"280"
"DB03092"	"280"
"DB02379"	"3098"
"DB02643"	"3479"
"DB02422"	"11253"
"DB02375"	"5294"
"DB02656"	"5294"
"DB02482"	"5566"
"DB02611"	"5566"
"DB02482"	"5588"
"DB02431"	"7371"
"DB02379"	"197021"
"DB02471"	"197021"
"DB08463"	"890"
"DB02407"	"890"
"DB02915"	"890"
"DB02950"	"983"
"DB02950"	"1020"
"DB02996"	"10863"
"DB03088"	"10863"
"DB02685"	"1508"
"DB03064"	"54363"
"DB02492"	"4124"
"DB03008"	"4124"
"DB02580"	"5217"
"DB02490"	"1158"
"DB02481"	"125"
"DB03020"	"126"
"DB03061"	"126"
"DB02974"	"1555"
"DB02427"	"1719"
"DB02559"	"1719"
"DB02583"	"1719"
"DB02919"	"1719"
"DB03060"	"1719"
"DB02395"	"1728"
"DB02400"	"1728"
"DB02633"	"1728"
"DB02383"	"10327"
"DB01689"	"231"
"DB02383"	"231"
"DB02518"	"231"
"DB02994"	"231"
"DB01644"	"2936"
"DB02553"	"2936"
"DB02895"	"2936"
"DB02486"	"2938"
"DB02943"	"2938"
"DB03003"	"2938"
"DB02458"	"2944"
"DB02458"	"2946"
"DB03003"	"2948"
"DB03032"	"2948"
"DB02633"	"2950"
"DB03003"	"2950"
"DB03059"	"3033"
"DB02468"	"3162"
"DB01693"	"3615"
"DB03070"	"3615"
"DB02483"	"3939"
"DB02401"	"3945"
"DB01677"	"4200"
"DB02644"	"4842"
"DB02692"	"4842"
"DB02991"	"4842"
"DB03059"	"35"
"DB02506"	"5515"
"DB02448"	"30814"
"DB02636"	"30814"
"DB01671"	"760"
"DB02429"	"760"
"DB02479"	"760"
"DB02535"	"760"
"DB02602"	"760"
"DB02610"	"760"
"DB02679"	"760"
"DB02894"	"760"
"DB02986"	"760"
"DB03039"	"760"
"DB01588"	"200959"
"DB01625"	"1132"
"DB02594"	"1633"
"DB01608"	"1812"
"DB01622"	"1812"
"DB09014"	"1814"
"DB01645"	"2099"
"DB02615"	"2099"
"DB01645"	"2100"
"DB02983"	"2100"
"DB01588"	"2555"
"DB01588"	"2556"
"DB01588"	"2558"
"DB01588"	"2560"
"DB01588"	"2561"
"DB01588"	"2562"
"DB01588"	"2563"
"DB01588"	"2564"
"DB01588"	"2565"
"DB01588"	"2566"
"DB01588"	"2567"
"DB01588"	"2568"
"DB01588"	"2569"
"DB01588"	"2570"
"DB09016"	"3356"
"DB01622"	"3356"
"DB01667"	"4860"
"DB02377"	"4860"
"DB02391"	"4860"
"DB02568"	"4860"
"DB03101"	"4860"
"DB08478"	"7298"
"DB08479"	"7298"
"DB01643"	"7298"
"DB03010"	"81027"
"DB02569"	"4830"
"DB02607"	"4830"
"DB03103"	"4830"
"DB02998"	"5241"
"DB02552"	"9453"
"DB02613"	"1723"
"DB01645"	"2185"
"DB02420"	"5770"
"DB02436"	"5770"
"DB02615"	"5770"
"DB02620"	"5770"
"DB02622"	"5770"
"DB02651"	"5770"
"DB02662"	"5770"
"DB02977"	"5770"
"DB03102"	"5770"
"DB08466"	"4048"
"DB02426"	"291"
"DB09016"	"6532"
"DB09028"	"8973"
"DB02472"	"100"
"DB02616"	"100"
"DB03015"	"100"
"DB01625"	"1131"
"DB09028"	"1136"
"DB09028"	"1137"
"DB09028"	"1139"
"DB01622"	"148"
"DB01599"	"19"
"DB09018"	"1813"
"DB01622"	"1813"
"DB01588"	"2554"
"DB01588"	"2554"
"DB09014"	"3358"
"DB08480"	"4129"
"DB01626"	"4129"
"DB02509"	"4129"
"DB02643"	"4129"
"DB02933"	"4507"
"DB02902"	"6783"
"DB02631"	"1890"
"DB09014"	"10280"
"DB02448"	"5320"
"DB02504"	"5320"
"DB02936"	"5320"
"DB02624"	"6548"
"DB08464"	"7184"
"DB08465"	"7184"
"DB02935"	"7184"
"DB02648"	"1384"
"DB02648"	"54677"
"DB02465"	"2166"
"DB02424"	"3320"
"DB02550"	"3320"
"DB03080"	"3320"
"DB03093"	"3320"
"DB02557"	"4311"
"DB02558"	"4311"
"DB02597"	"4311"
"DB03052"	"6916"
"DB02448"	"5319"
"DB02938"	"5319"
"DB01646"	"6010"
"DB02482"	"6010"
"DB02924"	"392399"
"DB03087"	"392399"
"DB08463"	"1017"
"DB02407"	"1017"
"DB02538"	"1017"
"DB02603"	"1017"
"DB02647"	"1017"
"DB02898"	"1017"
"DB02915"	"1017"
"DB02950"	"1017"
"DB02963"	"1017"
"DB02973"	"1017"
"DB03019"	"1017"
"DB02931"	"15"
"DB08468"	"1457"
"DB08473"	"1457"
"DB03035"	"1457"
"DB03040"	"4057"
"DB02388"	"5602"
"DB03084"	"5602"
"DB02984"	"1432"
"DB03044"	"1432"
"DB02379"	"4151"
"DB02396"	"4151"
"DB02528"	"4151"
"DB02646"	"4151"
"DB02671"	"4151"
"DB02527"	"5573"
"DB02464"	"5645"
"DB02988"	"1610"
"DB01685"	"7498"
"DB03028"	"1509"
"DB03096"	"1509"
"DB08477"	"2159"
"DB02491"	"2263"
"DB02638"	"552"
"DB02638"	"553"
"DB02638"	"554"
"DB02398"	"5328"
"DB02473"	"5328"
"DB02526"	"5328"
"DB02551"	"5328"
"DB03046"	"5328"
"DB03082"	"5328"
"DB02379"	"5742"
"DB02363"	"6035"
"DB02573"	"6035"
"DB02987"	"6035"
"DB08996"	"43"
"DB02404"	"43"
"DB02673"	"43"
"DB03005"	"43"
"DB02640"	"10988"
"DB03086"	"10988"
"DB02510"	"2058"
"DB02684"	"2058"
"DB02530"	"2628"
"DB01664"	"2891"
"DB02966"	"2891"
"DB02999"	"2891"
"DB02999"	"2898"
"DB01632"	"353"
"DB02376"	"3938"
"DB02471"	"3938"
"DB02381"	"383"
"DB02499"	"383"
"DB02689"	"383"
"DB03006"	"4069"
"DB03013"	"4069"
"DB01626"	"4128"
"DB01686"	"4843"
"DB02462"	"4843"
"DB02533"	"4843"
"DB02539"	"4843"
"DB02644"	"4843"
"DB02692"	"4843"
"DB03100"	"4843"
"DB01686"	"4846"
"DB02589"	"4846"
"DB02692"	"4846"
"DB02911"	"4846"
"DB02979"	"4846"
"DB02994"	"4846"
"DB03065"	"4846"
"DB03100"	"4846"
"DB02562"	"5053"
"DB02692"	"5053"
"DB02598"	"5066"
"DB01647"	"5142"
"DB02660"	"5142"
"DB02676"	"5144"
"DB02918"	"5144"
"DB02656"	"5292"
"DB02696"	"2683"
"DB03013"	"2683"
"DB03010"	"7846"
"DB03010"	"10383"
"DB02555"	"3558"
"DB02581"	"3558"
"DB02457"	"8513"
"DB02482"	"5594"
"DB02925"	"6557"
"DB09047"	"7153"
"DB01645"	"7153"
"DB01599"	"1066"
"DB03056"	"1066"
"DB01608"	"147"
"DB01622"	"147"
"DB01608"	"150"
"DB09016"	"3269"
"DB01615"	"3269"
"DB01619"	"3269"
"DB01616"	"3350"
"DB01622"	"3350"
"DB02466"	"5916"
"DB03024"	"5972"
"DB03010"	"203068"
"DB01632"	"3251"
"DB02932"	"367"
"DB02998"	"367"
"DB01692"	"7083"
"DB02452"	"7083"
"DB03010"	"7277"
"DB03048"	"1806"
"DB02697"	"4322"
"DB03033"	"4322"
"DB01630"	"4313"
"DB02367"	"4314"
"DB02449"	"4314"
"DB02697"	"4314"
"DB03033"	"4314"
"DB08476"	"4317"
"DB02953"	"4317"
"DB03109"	"1118"
"DB02377"	"2643"
"DB02527"	"610"
"DB02541"	"5646"
"DB02585"	"5646"
"DB01660"	"683"
"DB02483"	"683"
"DB01660"	"6853"
"DB01695"	"7167"
"DB03026"	"7167"
"DB01632"	"54963"
"DB01660"	"10295"
"DB01694"	"55662"
"DB01694"	"54210"
"DB01662"	"1504"
"DB01694"	"1656"
"DB01649"	"28960"
"DB01643"	"1841"
"DB01649"	"1977"
"DB01677"	"2184"
"DB01666"	"10468"
"DB01631"	"3500"
"DB01651"	"325"
"DB01631"	"3934"
"DB01672"	"3934"
"DB01645"	"8648"
"DB01645"	"10499"
"DB02998"	"10499"
"DB01694"	"528"
"DB01675"	"27034"
"DB01640"	"5140"
"DB01681"	"5224"
"DB01694"	"27087"
"DB01665"	"5644"
"DB02366"	"5644"
"DB02435"	"5644"
"DB02463"	"5644"
"DB02464"	"5644"
"DB02526"	"5644"
"DB02665"	"5644"
"DB02989"	"5644"
"DB03016"	"5644"
"DB03081"	"5644"
"DB02494"	"6135"
"DB02494"	"23521"
"DB02494"	"6138"
"DB02494"	"6143"
"DB02494"	"9349"
"DB02494"	"6147"
"DB02494"	"6122"
"DB02494"	"6167"
"DB02494"	"6132"
"DB02459"	"629"
"DB02482"	"6282"
"DB02379"	"6441"
"DB02379"	"8467"
"DB02670"	"8467"
"DB02379"	"6614"
"DB02482"	"6790"
"DB02452"	"7084"
"DB02594"	"7084"
"DB02418"	"7322"
"DB02494"	"51121"
"DB02482"	"1022"
"DB02494"	"140801"
"DB02485"	"55907"
"DB02386"	"51056"
"DB02494"	"51187"
"DB02494"	"1357"
"DB02652"	"1357"
"DB03012"	"1357"
"DB02379"	"440021"
"DB03088"	"440021"
"DB02379"	"387266"
"DB02379"	"360203"
"DB02379"	"1463"
"DB02498"	"142"
"DB02690"	"142"
"DB03072"	"142"
"DB03073"	"142"
"DB02373"	"2272"
"DB02383"	"57016"
"DB02512"	"226"
"DB02512"	"229"
"DB02515"	"229"
"DB02379"	"2645"
"DB02379"	"10007"
"DB02445"	"10007"
"DB02379"	"276"
"DB03088"	"276"
"DB03092"	"276"
"DB08464"	"3326"
"DB08465"	"3326"
"DB02424"	"3326"
"DB02497"	"308"
"DB02929"	"308"
"DB02379"	"3456"
"DB02379"	"3957"
"DB02379"	"3963"
"DB02678"	"3963"
"DB02482"	"6300"
"DB02494"	"4809"
"DB02379"	"53343"
"DB02405"	"5047"
"DB02393"	"5207"
"DB02515"	"5207"
"DB02930"	"5207"
"DB02506"	"5499"
"DB02506"	"5518"
"DB02506"	"5520"
"DB02506"	"5527"
"DB02378"	"23621"
"DB02482"	"5567"
"DB02527"	"5577"
"DB02467"	"5868"
"DB02637"	"6697"
"DB02542"	"7314"
"DB02621"	"58"
"DB03021"	"58"
"DB02565"	"55869"
"DB02917"	"55869"
"DB02570"	"826"
"DB02623"	"998"
"DB02681"	"1163"
"DB02532"	"728635"
"DB02596"	"349565"
"DB02587"	"108"
"DB02587"	"111"
"DB02563"	"1892"
"DB02910"	"1892"
"DB03059"	"1892"
"DB02691"	"2172"
"DB02547"	"2762"
"DB02587"	"2778"
"DB02621"	"2934"
"DB02628"	"331"
"DB02545"	"9971"
"DB02661"	"9061"
"DB02613"	"5408"
"DB03088"	"6355"
"DB03088"	"7032"
"DB02967"	"1178"
"DB02983"	"1178"
"DB03083"	"1455"
"DB02910"	"1632"
"DB03058"	"1675"
"DB02942"	"8411"
"DB03085"	"2539"
"DB02994"	"2779"
"DB03088"	"283"
"DB03088"	"3060"
"DB03088"	"3537"
"DB03023"	"4067"
"DB03062"	"4836"
"DB02952"	"4852"
"DB02987"	"4938"
"DB02910"	"34"
"DB02930"	"5395"
"DB03041"	"26229"
"DB03106"	"10423"
"DB03106"	"2629"
"DB09037"	"5133"
"DB03136"	"2147"
"DB03159"	"2147"
"DB03317"	"1559"
"DB03247"	"55163"
"DB03345"	"55163"
"DB03256"	"10841"
"DB03276"	"2885"
"DB03393"	"5478"
"DB03382"	"5550"
"DB03288"	"5836"
"DB03133"	"5837"
"DB03218"	"5837"
"DB03250"	"5837"
"DB03286"	"5837"
"DB03354"	"5837"
"DB03383"	"5837"
"DB03392"	"5837"
"DB03176"	"7067"
"DB03176"	"7068"
"DB03181"	"7068"
"DB03222"	"5423"
"DB03114"	"6714"
"DB03217"	"6714"
"DB03268"	"6714"
"DB03298"	"6714"
"DB03306"	"6714"
"DB03147"	"56605"
"DB03126"	"79784"
"DB03182"	"1431"
"DB03381"	"1622"
"DB03397"	"2582"
"DB03277"	"280"
"DB03323"	"280"
"DB03401"	"3706"
"DB03206"	"11253"
"DB03345"	"5265"
"DB03374"	"5566"
"DB03401"	"9266"
"DB03344"	"9265"
"DB03403"	"7371"
"DB03428"	"983"
"DB03428"	"1020"
"DB03329"	"1508"
"DB03120"	"1512"
"DB03223"	"1938"
"DB03247"	"54363"
"DB03414"	"4124"
"DB03115"	"5604"
"DB03382"	"6647"
"DB03271"	"7166"
"DB03331"	"26330"
"DB03226"	"126"
"DB03125"	"1719"
"DB03351"	"1719"
"DB03147"	"1727"
"DB03147"	"1728"
"DB03147"	"1738"
"DB03187"	"2653"
"DB03130"	"2739"
"DB03330"	"2739"
"DB03345"	"2739"
"DB03147"	"2936"
"DB03310"	"2936"
"DB03408"	"2937"
"DB03314"	"2944"
"DB03310"	"2946"
"DB03169"	"3156"
"DB03192"	"3295"
"DB03147"	"4835"
"DB03144"	"4842"
"DB03147"	"4842"
"DB03247"	"4842"
"DB03147"	"35"
"DB03147"	"5447"
"DB03247"	"5447"
"DB03338"	"5467"
"DB03221"	"760"
"DB03262"	"760"
"DB03270"	"760"
"DB03294"	"760"
"DB03333"	"760"
"DB03385"	"760"
"DB03385"	"763"
"DB03247"	"1723"
"DB03154"	"5770"
"DB03311"	"5770"
"DB03424"	"4048"
"DB03429"	"291"
"DB03220"	"100"
"DB03370"	"100"
"DB03147"	"4129"
"DB03346"	"6783"
"DB03338"	"2280"
"DB03121"	"5320"
"DB03137"	"3320"
"DB03152"	"6010"
"DB03381"	"6010"
"DB03147"	"7296"
"DB03309"	"6820"
"DB03307"	"1017"
"DB03365"	"1017"
"DB03428"	"1017"
"DB03341"	"15"
"DB03127"	"1457"
"DB03405"	"1513"
"DB03179"	"118881"
"DB03202"	"1990"
"DB03110"	"1432"
"DB03385"	"4151"
"DB03399"	"4151"
"DB03404"	"4151"
"DB03194"	"4153"
"DB03267"	"5105"
"DB03127"	"5645"
"DB03147"	"1610"
"DB03225"	"1610"
"DB03127"	"475"
"DB03127"	"6768"
"DB03147"	"7498"
"DB03328"	"7498"
"DB03297"	"3249"
"DB03127"	"5328"
"DB03136"	"5328"
"DB03159"	"5328"
"DB03155"	"6035"
"DB03186"	"6035"
"DB03326"	"6035"
"DB03247"	"645"
"DB03283"	"43"
"DB03348"	"43"
"DB03359"	"43"
"DB03152"	"7053"
"DB03396"	"10988"
"DB03336"	"1312"
"DB03247"	"55312"
"DB03376"	"2058"
"DB03240"	"2891"
"DB03319"	"2891"
"DB03425"	"2898"
"DB03349"	"3094"
"DB03389"	"3938"
"DB03144"	"383"
"DB03120"	"4069"
"DB03175"	"4069"
"DB03189"	"4069"
"DB03147"	"4128"
